team,language,version,chrf,cider
yaduha,maya,v0,23.409066818532256,0.1116327511001579
gators_v1,maya,v0,21.105088215084557,0.1764876676186586
InclusionVLM,maya,v0,16.967188597349274,0.009953487719993
Mila,maya,v3,15.992790482745908,0.0949626654345608
NAIST,maya,v0,15.801478874458509,0.0424290281132312
NAIST,maya,v1,12.273043047870338,0.0918372716586126
usp,maya,v0,10.83156799377073,0.0099992556173506
NAIST,maya,v2,10.197127354773173,0.0555057278423049
InclusionVLM,maya,v1,9.137280561743411,0.0058696821079407
